isoform,ref_enst,structural_category
PB.7045.1,ENST00000393960.7,full-splice_match
PB.7045.2,ENST00000393960.7,full-splice_match
PB.7045.3,ENST00000393958.7,full-splice_match
PB.7046.1,ENST00000312419.8,full-splice_match
PB.7047.2,ENST00000532881.5,full-splice_match
PB.7047.3,ENST00000308127.9,full-splice_match
PB.7049.1,ENST00000307980.7,full-splice_match
PB.705.1,ENST00000369304.8,full-splice_match
PB.7050.1,ENST00000687366.1,full-splice_match
PB.7050.3,ENST00000531388.1,incomplete-splice_match
PB.7051.1,ENST00000312989.11,full-splice_match
PB.7051.2,ENST00000376745.9,full-splice_match
PB.7051.3,ENST00000679175.1,full-splice_match
PB.7052.1,ENST00000341356.10,full-splice_match
PB.7053.2,ENST00000312629.10,full-splice_match
PB.7054.4,ENST00000308022.7,full-splice_match
PB.7055.2,ENST00000356404.8,full-splice_match
PB.7056.1,ENST00000279146.8,full-splice_match
PB.7057.1,ENST00000398606.10,full-splice_match
PB.7058.1,ENST00000301488.8,full-splice_match
PB.7058.3,ENST00000531178.1,full-splice_match
PB.7059.1,ENST00000376693.3,full-splice_match
PB.706.1,ENST00000334513.6,full-splice_match
PB.7060.1,ENST00000529927.5,full-splice_match
PB.7060.2,ENST00000322776.11,full-splice_match
PB.7061.1,ENST00000617288.4,full-splice_match
PB.7061.2,ENST00000342456.11,full-splice_match
PB.7061.3,ENST00000617288.4,full-splice_match
PB.7062.1,ENST00000313468.10,full-splice_match
PB.7063.1,ENST00000227471.7,full-splice_match
PB.7066.2,ENST00000265686.8,full-splice_match
PB.7067.1,ENST00000294304.12,full-splice_match
PB.7067.2,ENST00000294304.12,full-splice_match
PB.7068.2,ENST00000304271.11,full-splice_match
PB.7068.3,ENST00000304271.11,full-splice_match
PB.7069.13,ENST00000524845.5,full-splice_match
PB.7069.2,ENST00000524904.5,full-splice_match
PB.7069.20,ENST00000393800.7,full-splice_match
PB.7069.33,ENST00000524845.5,full-splice_match
PB.7069.39,ENST00000524904.5,full-splice_match
PB.7069.46,ENST00000393800.7,full-splice_match
PB.7069.51,ENST00000393800.7,incomplete-splice_match
PB.7069.8,ENST00000393800.7,full-splice_match
PB.707.1,ENST00000369306.8,full-splice_match
PB.7071.1,ENST00000512200.1,full-splice_match
PB.7072.1,ENST00000450904.6,full-splice_match
PB.7072.2,ENST00000362034.7,full-splice_match
PB.7072.3,ENST00000362034.7,incomplete-splice_match
PB.7073.1,ENST00000255078.8,full-splice_match
PB.7073.2,ENST00000675615.1,incomplete-splice_match
PB.7075.1,ENST00000309099.7,full-splice_match
PB.7076.1,ENST00000227507.3,full-splice_match
PB.7076.2,ENST00000227507.3,full-splice_match
PB.7076.5,ENST00000227507.3,full-splice_match
PB.7076.6,ENST00000227507.3,full-splice_match
PB.7076.7,ENST00000227507.3,full-splice_match
PB.7076.8,ENST00000227507.3,full-splice_match
PB.7076.9,ENST00000227507.3,full-splice_match
PB.7078.1,ENST00000301838.5,full-splice_match
PB.7079.4,ENST00000253925.12,full-splice_match
PB.7079.7,ENST00000389547.7,incomplete-splice_match
PB.708.11,ENST00000583313.7,full-splice_match
PB.708.12,ENST00000583313.7,full-splice_match
PB.708.14,ENST00000583313.7,full-splice_match
PB.708.15,ENST00000583313.7,full-splice_match
PB.708.8,ENST00000583313.7,full-splice_match
PB.708.9,ENST00000583313.7,full-splice_match
PB.7080.1,ENST00000279147.9,full-splice_match
PB.7081.1,ENST00000301843.13,full-splice_match
PB.7081.2,ENST00000346329.7,full-splice_match
PB.7081.3,ENST00000376561.7,incomplete-splice_match
PB.7081.5,ENST00000346329.7,full-splice_match
PB.7081.6,ENST00000482755.6,full-splice_match
PB.7082.1,ENST00000319023.7,full-splice_match
PB.7083.1,ENST00000691262.1,full-splice_match
PB.7084.2,ENST00000355527.8,full-splice_match
PB.7084.5,ENST00000355527.8,full-splice_match
PB.7085.2,ENST00000530137.1,full-splice_match
PB.7085.3,ENST00000361756.8,full-splice_match
PB.7085.4,ENST00000361756.8,full-splice_match
PB.7086.9,ENST00000393695.8,full-splice_match
PB.7087.1,ENST00000278671.10,full-splice_match
PB.7088.1,ENST00000289488.8,full-splice_match
PB.7089.1,ENST00000227618.9,full-splice_match
PB.709.4,ENST00000604000.4,full-splice_match
PB.709.6,ENST00000604000.4,full-splice_match
PB.709.7,ENST00000604000.4,full-splice_match
PB.7090.1,ENST00000538039.6,full-splice_match
PB.7091.2,ENST00000444035.6,full-splice_match
PB.7091.4,ENST00000544570.5,full-splice_match
PB.7092.2,ENST00000298229.7,full-splice_match
PB.7093.3,ENST00000334211.12,full-splice_match
PB.7093.4,ENST00000426523.5,full-splice_match
PB.7093.6,ENST00000429686.5,full-splice_match
PB.7094.1,ENST00000435507.6,full-splice_match
PB.7095.1,ENST00000393597.7,full-splice_match
PB.7095.2,ENST00000393596.2,full-splice_match
PB.7095.3,ENST00000393597.7,full-splice_match
PB.7095.5,ENST00000393597.7,full-splice_match
PB.7095.6,ENST00000393597.7,full-splice_match
PB.7096.1,ENST00000263674.4,full-splice_match
PB.7096.3,ENST00000263674.4,full-splice_match
PB.7097.3,ENST00000409418.9,full-splice_match
PB.7097.4,ENST00000409418.9,full-splice_match
PB.7097.5,ENST00000409418.9,full-splice_match
PB.7097.6,ENST00000409418.9,full-splice_match
PB.7097.7,ENST00000409418.9,full-splice_match
PB.7097.8,ENST00000409418.9,incomplete-splice_match
PB.7098.1,ENST00000064780.7,full-splice_match
PB.7098.2,ENST00000064780.7,full-splice_match
PB.7099.1,ENST00000064778.8,full-splice_match
PB.71.1,ENST00000471889.7,full-splice_match
PB.710.1,ENST00000703080.1,full-splice_match
PB.7100.1,ENST00000227214.10,full-splice_match
PB.7101.12,ENST00000336083.8,full-splice_match
PB.7101.14,ENST00000536566.5,full-splice_match
PB.7101.15,ENST00000336083.8,full-splice_match
PB.7101.16,ENST00000310653.10,full-splice_match
PB.7101.17,ENST00000310653.10,full-splice_match
PB.7101.4,ENST00000336083.8,incomplete-splice_match
PB.7102.1,ENST00000663595.2,full-splice_match
PB.7103.1,ENST00000314032.9,full-splice_match
PB.7104.2,ENST00000536003.5,full-splice_match
PB.7105.1,ENST00000334126.12,full-splice_match
PB.7105.2,ENST00000681291.1,full-splice_match
PB.7106.1,ENST00000298198.5,full-splice_match
PB.7106.2,ENST00000298198.5,full-splice_match
PB.7106.3,ENST00000298198.5,full-splice_match
PB.7107.1,ENST00000328257.13,full-splice_match
PB.7108.1,ENST00000526036.1,full-splice_match
PB.7108.3,ENST00000526036.1,full-splice_match
PB.7109.1,ENST00000263681.7,full-splice_match
PB.7109.2,ENST00000263681.7,full-splice_match
PB.711.1,ENST00000606888.3,incomplete-splice_match
PB.7110.1,ENST00000310109.5,full-splice_match
PB.7111.1,ENST00000299563.5,incomplete-splice_match
PB.7113.1,ENST00000531509.5,full-splice_match
PB.7113.2,ENST00000529024.1,incomplete-splice_match
PB.7113.3,ENST00000294064.9,full-splice_match
PB.7113.4,ENST00000532963.1,full-splice_match
PB.7114.1,ENST00000340360.10,full-splice_match
PB.7115.1,ENST00000289575.10,full-splice_match
PB.7115.2,ENST00000289575.10,full-splice_match
PB.7115.3,ENST00000289575.10,full-splice_match
PB.7115.4,ENST00000289575.10,full-splice_match
PB.7116.1,ENST00000420843.7,full-splice_match
PB.7116.2,ENST00000360025.7,full-splice_match
PB.7116.4,ENST00000420843.7,full-splice_match
PB.7117.1,ENST00000531188.6,full-splice_match
PB.7118.1,ENST00000358171.8,full-splice_match
PB.7118.2,ENST00000533603.5,full-splice_match
PB.712.2,ENST00000582401.6,full-splice_match
PB.712.3,ENST00000582401.6,full-splice_match
PB.712.4,ENST00000582401.6,full-splice_match
PB.712.5,ENST00000582401.6,full-splice_match
PB.7120.1,ENST00000228027.12,full-splice_match
PB.7121.1,ENST00000336898.8,full-splice_match
PB.7122.1,ENST00000356136.8,full-splice_match
PB.7122.2,ENST00000356136.8,full-splice_match
PB.7122.3,ENST00000356136.8,full-splice_match
PB.7122.4,ENST00000356136.8,full-splice_match
PB.7122.5,ENST00000356136.8,full-splice_match
PB.7123.1,ENST00000663165.1,full-splice_match
PB.7124.1,ENST00000528993.5,full-splice_match
PB.7124.2,ENST00000260045.8,full-splice_match
PB.7125.3,ENST00000695367.1,full-splice_match
PB.7126.1,ENST00000333090.5,full-splice_match
PB.7126.2,ENST00000333090.5,full-splice_match
PB.7127.2,ENST00000532485.6,full-splice_match
PB.7127.4,ENST00000532485.6,full-splice_match
PB.7127.5,ENST00000532485.6,full-splice_match
PB.7127.6,ENST00000531461.5,full-splice_match
PB.7128.1,ENST00000648180.1,full-splice_match
PB.7129.1,ENST00000260061.9,full-splice_match
PB.7129.4,ENST00000407242.6,full-splice_match
PB.7129.6,ENST00000404995.5,full-splice_match
PB.7129.7,ENST00000260061.9,full-splice_match
PB.713.1,ENST00000336751.11,full-splice_match
PB.713.2,ENST00000357836.5,full-splice_match
PB.7131.1,ENST00000356341.8,full-splice_match
PB.7131.2,ENST00000356341.8,full-splice_match
PB.7131.3,ENST00000278568.8,full-splice_match
PB.7132.1,ENST00000528364.1,full-splice_match
PB.7132.3,ENST00000525428.6,full-splice_match
PB.7133.1,ENST00000313578.4,full-splice_match
PB.7133.2,ENST00000313578.4,full-splice_match
PB.7134.1,ENST00000308488.11,incomplete-splice_match
PB.7134.2,ENST00000308488.11,incomplete-splice_match
PB.7134.3,ENST00000480887.5,full-splice_match
PB.7134.4,ENST00000480887.5,full-splice_match
PB.7134.5,ENST00000528095.5,full-splice_match
PB.7134.6,ENST00000528095.5,full-splice_match
PB.7134.7,ENST00000528095.5,full-splice_match
PB.7135.1,ENST00000534064.6,full-splice_match
PB.7136.1,ENST00000281031.5,full-splice_match
PB.7136.3,ENST00000281031.5,full-splice_match
PB.7137.1,ENST00000299626.10,full-splice_match
PB.7138.1,ENST00000393427.7,full-splice_match
PB.7138.2,ENST00000526415.5,full-splice_match
PB.7139.1,ENST00000529350.1,full-splice_match
PB.7139.2,ENST00000340067.4,full-splice_match
PB.714.1,ENST00000369314.2,incomplete-splice_match
PB.714.2,ENST00000369314.2,full-splice_match
PB.7140.2,ENST00000361507.5,full-splice_match
PB.7141.1,ENST00000529308.6,full-splice_match
PB.7142.2,ENST00000281038.10,full-splice_match
PB.7142.4,ENST00000281038.10,full-splice_match
PB.7143.1,ENST00000313010.8,full-splice_match
PB.7143.2,ENST00000313010.8,full-splice_match
PB.7143.3,ENST00000393399.6,full-splice_match
PB.7144.1,ENST00000473748.1,full-splice_match
PB.7145.1,ENST00000298281.8,full-splice_match
PB.7145.2,ENST00000298281.8,full-splice_match
PB.7145.3,ENST00000530304.5,incomplete-splice_match
PB.7145.4,ENST00000690938.1,incomplete-splice_match
PB.7146.1,ENST00000527633.6,full-splice_match
PB.7146.2,ENST00000260056.6,full-splice_match
PB.7146.4,ENST00000533014.5,full-splice_match
PB.7146.5,ENST00000527633.6,full-splice_match
PB.7146.7,ENST00000260056.6,full-splice_match
PB.7146.8,ENST00000527633.6,full-splice_match
PB.7147.1,ENST00000529689.6,full-splice_match
PB.7147.2,ENST00000529689.6,full-splice_match
PB.7147.3,ENST00000529689.6,full-splice_match
PB.7147.4,ENST00000529689.6,full-splice_match
PB.7147.5,ENST00000529689.6,full-splice_match
PB.7147.6,ENST00000525503.5,full-splice_match
PB.7148.1,ENST00000393389.7,full-splice_match
PB.715.1,ENST00000362074.8,full-splice_match
PB.715.2,ENST00000362074.8,full-splice_match
PB.7150.1,ENST00000529197.1,full-splice_match
PB.7151.1,ENST00000706243.1,full-splice_match
PB.7152.1,ENST00000260058.9,full-splice_match
PB.7153.1,ENST00000389960.8,full-splice_match
PB.7154.1,ENST00000304511.7,full-splice_match
PB.7155.1,ENST00000672825.1,full-splice_match
PB.7156.1,ENST00000532317.5,full-splice_match
PB.7156.16,ENST00000532317.5,full-splice_match
PB.7156.5,ENST00000532317.5,full-splice_match
PB.7157.2,ENST00000278483.8,full-splice_match
PB.7158.1,ENST00000393324.7,full-splice_match
PB.7158.2,ENST00000524826.8,full-splice_match
PB.7158.3,ENST00000393324.7,full-splice_match
PB.7159.1,ENST00000280258.6,full-splice_match
PB.7159.2,ENST00000280258.6,full-splice_match
PB.7159.4,ENST00000280258.6,full-splice_match
PB.7159.5,ENST00000280258.6,full-splice_match
PB.7160.1,ENST00000531827.4,full-splice_match
PB.7161.4,ENST00000531380.2,full-splice_match
PB.7161.5,ENST00000531380.2,full-splice_match
PB.7161.6,ENST00000531380.2,full-splice_match
PB.7162.1,ENST00000227266.10,full-splice_match
PB.7163.1,ENST00000263317.9,full-splice_match
PB.7164.1,ENST00000320585.11,full-splice_match
PB.7164.2,ENST00000320585.11,full-splice_match
PB.7164.3,ENST00000320585.11,full-splice_match
PB.7164.4,ENST00000457199.6,full-splice_match
PB.7164.5,ENST00000320585.11,full-splice_match
PB.7165.1,ENST00000305494.6,full-splice_match
PB.7165.2,ENST00000305494.6,full-splice_match
PB.7165.3,ENST00000305494.6,full-splice_match
PB.7165.4,ENST00000340353.11,full-splice_match
PB.7165.5,ENST00000305494.6,full-splice_match
PB.7165.6,ENST00000340353.11,incomplete-splice_match
PB.7166.1,ENST00000354421.8,full-splice_match
PB.7166.2,ENST00000354421.8,full-splice_match
PB.7166.4,ENST00000540113.5,full-splice_match
PB.7166.5,ENST00000354421.8,full-splice_match
PB.7166.6,ENST00000354421.8,full-splice_match
PB.7166.9,ENST00000354421.8,full-splice_match
PB.7167.1,ENST00000251871.9,full-splice_match
PB.7167.2,ENST00000251871.9,full-splice_match
PB.7168.1,ENST00000326402.9,full-splice_match
PB.7168.2,ENST00000326402.9,full-splice_match
PB.7168.3,ENST00000326402.9,full-splice_match
PB.7168.5,ENST00000326402.9,full-splice_match
PB.7169.1,ENST00000227638.8,full-splice_match
PB.7169.3,ENST00000227638.8,full-splice_match
PB.7169.4,ENST00000227638.8,full-splice_match
PB.7169.5,ENST00000227638.8,full-splice_match
PB.7169.6,ENST00000227638.8,full-splice_match
PB.7169.7,ENST00000227638.8,full-splice_match
PB.7169.8,ENST00000227638.8,full-splice_match
PB.7169.9,ENST00000227638.8,full-splice_match
PB.717.3,ENST00000254101.4,incomplete-splice_match
PB.717.4,ENST00000254101.4,full-splice_match
PB.717.6,ENST00000254101.4,incomplete-splice_match
PB.717.7,ENST00000254101.4,full-splice_match
PB.717.9,ENST00000254101.4,incomplete-splice_match
PB.7170.1,ENST00000323929.8,full-splice_match
PB.7170.3,ENST00000323929.8,full-splice_match
PB.7170.4,ENST00000323929.8,incomplete-splice_match
PB.7171.1,ENST00000544612.6,full-splice_match
PB.7171.2,ENST00000534911.1,full-splice_match
PB.7171.3,ENST00000544612.6,full-splice_match
PB.7174.5,ENST00000317829.12,full-splice_match
PB.7174.6,ENST00000433060.3,full-splice_match
PB.7174.7,ENST00000433060.3,full-splice_match
PB.7175.1,ENST00000335080.6,full-splice_match
PB.7176.1,ENST00000587424.3,full-splice_match
PB.7176.2,ENST00000587424.3,full-splice_match
PB.7176.3,ENST00000587424.3,full-splice_match
PB.7176.4,ENST00000587424.3,full-splice_match
PB.7176.5,ENST00000638426.1,full-splice_match
PB.7176.7,ENST00000587424.3,full-splice_match
PB.7176.8,ENST00000638426.1,full-splice_match
PB.7176.9,ENST00000587424.3,full-splice_match
PB.7177.1,ENST00000278505.5,full-splice_match
PB.7177.2,ENST00000278505.5,full-splice_match
PB.7177.3,ENST00000278505.5,full-splice_match
PB.7178.1,ENST00000279839.8,full-splice_match
PB.7179.1,ENST00000536441.7,incomplete-splice_match
PB.718.1,ENST00000440377.2,full-splice_match
PB.7180.1,ENST00000603676.1,full-splice_match
PB.7181.1,ENST00000358780.10,full-splice_match
PB.7181.2,ENST00000358780.10,full-splice_match
PB.7182.1,ENST00000675320.1,full-splice_match
PB.7182.10,ENST00000346299.10,full-splice_match
PB.7182.11,ENST00000674974.1,full-splice_match
PB.7182.12,ENST00000675320.1,full-splice_match
PB.7182.13,ENST00000346299.10,full-splice_match
PB.7182.14,ENST00000346299.10,full-splice_match
PB.7182.2,ENST00000675489.1,full-splice_match
PB.7182.3,ENST00000346299.10,full-splice_match
PB.7182.4,ENST00000676272.1,full-splice_match
PB.7182.5,ENST00000676177.1,full-splice_match
PB.7182.6,ENST00000674974.1,full-splice_match
PB.7182.7,ENST00000352297.11,full-splice_match
PB.7182.8,ENST00000409459.5,full-splice_match
PB.7182.9,ENST00000676177.1,full-splice_match
PB.7183.1,ENST00000538658.5,full-splice_match
PB.7183.2,ENST00000325542.10,full-splice_match
PB.7183.3,ENST00000325542.10,full-splice_match
PB.7183.4,ENST00000325542.10,full-splice_match
PB.7183.5,ENST00000325542.10,full-splice_match
PB.7183.7,ENST00000325542.10,full-splice_match
PB.7184.1,ENST00000332349.5,full-splice_match
PB.7184.2,ENST00000332349.5,full-splice_match
PB.7184.5,ENST00000332349.5,full-splice_match
PB.7185.1,ENST00000646818.2,full-splice_match
PB.7185.2,ENST00000679960.1,full-splice_match
PB.7185.3,ENST00000646818.2,full-splice_match
PB.7185.4,ENST00000643839.1,full-splice_match
PB.7185.6,ENST00000530106.2,full-splice_match
PB.7186.1,ENST00000298815.13,full-splice_match
PB.7186.2,ENST00000303130.4,full-splice_match
PB.7187.1,ENST00000325455.10,incomplete-splice_match
PB.7187.2,ENST00000325455.10,incomplete-splice_match
PB.7188.1,ENST00000325455.10,full-splice_match
PB.7188.2,ENST00000325455.10,incomplete-splice_match
PB.7188.3,ENST00000534780.5,incomplete-splice_match
PB.719.1,ENST00000369258.8,full-splice_match
PB.719.2,ENST00000369258.8,incomplete-splice_match
PB.7190.1,ENST00000282441.10,full-splice_match
PB.7190.2,ENST00000537274.5,incomplete-splice_match
PB.7191.1,ENST00000673846.1,incomplete-splice_match
PB.7192.1,ENST00000526421.6,incomplete-splice_match
PB.7194.2,ENST00000398136.7,full-splice_match
PB.7194.4,ENST00000398136.7,full-splice_match
PB.7194.6,ENST00000398136.7,full-splice_match
PB.7195.1,ENST00000227758.7,full-splice_match
PB.7195.3,ENST00000227758.7,incomplete-splice_match
PB.7195.4,ENST00000532672.5,full-splice_match
PB.7195.6,ENST00000227758.7,incomplete-splice_match
PB.7196.1,ENST00000260247.10,full-splice_match
PB.7196.2,ENST00000260247.10,full-splice_match
PB.7196.3,ENST00000260247.10,full-splice_match
PB.7197.1,ENST00000393158.7,full-splice_match
PB.7197.2,ENST00000302251.9,full-splice_match
PB.7197.4,ENST00000393158.7,full-splice_match
PB.7197.5,ENST00000393158.7,full-splice_match
PB.7197.6,ENST00000302251.9,full-splice_match
PB.7198.2,ENST00000530788.1,full-splice_match
PB.7198.3,ENST00000301919.9,full-splice_match
PB.7198.5,ENST00000530788.1,full-splice_match
PB.7198.7,ENST00000301919.9,full-splice_match
PB.7198.8,ENST00000301919.9,incomplete-splice_match
PB.7199.1,ENST00000375735.7,incomplete-splice_match
PB.72.1,ENST00000377403.7,incomplete-splice_match
PB.72.4,ENST00000377403.7,full-splice_match
PB.72.5,ENST00000377403.7,full-splice_match
PB.72.6,ENST00000377403.7,full-splice_match
PB.72.7,ENST00000377403.7,full-splice_match
PB.7200.1,ENST00000526793.5,full-splice_match
PB.7200.2,ENST00000531837.2,full-splice_match
PB.7200.4,ENST00000526793.5,full-splice_match
PB.7200.5,ENST00000531837.2,full-splice_match
PB.7200.6,ENST00000526793.5,full-splice_match
PB.7200.7,ENST00000531837.2,full-splice_match
PB.7200.8,ENST00000526805.1,full-splice_match
PB.7201.1,ENST00000526355.7,incomplete-splice_match
PB.7202.1,ENST00000282251.10,full-splice_match
PB.7203.1,ENST00000278618.9,full-splice_match
PB.7203.2,ENST00000278618.9,full-splice_match
PB.7203.3,ENST00000278618.9,full-splice_match
PB.7203.4,ENST00000278618.9,full-splice_match
PB.7203.5,ENST00000278618.9,incomplete-splice_match
PB.7204.1,ENST00000428149.7,full-splice_match
PB.7205.1,ENST00000305991.3,full-splice_match
PB.7206.1,ENST00000265840.12,full-splice_match
PB.7207.1,ENST00000525815.6,full-splice_match
PB.7208.10,ENST00000531427.5,incomplete-splice_match
PB.7208.11,ENST00000531427.5,incomplete-splice_match
PB.7208.12,ENST00000393094.7,incomplete-splice_match
PB.7208.14,ENST00000265838.9,full-splice_match
PB.7208.15,ENST00000265838.9,full-splice_match
PB.7208.16,ENST00000265838.9,full-splice_match
PB.7208.3,ENST00000531427.5,incomplete-splice_match
PB.7208.4,ENST00000393094.7,full-splice_match
PB.7208.5,ENST00000393094.7,full-splice_match
