gene,chrom,strand,start,end,n_tx,plot_start,plot_end,span
TSSC4,chr11,+,2400751,2403879,3,2398751,2405879,7128
TST,chr22,-,37010866,37019464,1,37008866,37021464,12598
TSTD2,chr9,-,97600087,97633753,5,97598087,97635753,37666
TSTD3,chr6,+,99521031,99551901,1,99519031,99553901,34870
TTBK2,chr15,-,42740573,42920860,5,42738573,42922860,184287
TTC1,chr5,+,160009137,160065542,2,160007137,160067542,60405
TTC12,chr11,+,113314552,113371381,2,113312552,113373381,60829
TTC13,chr1,-,230906244,230978888,8,230904244,230980888,76644
TTC14,chr3,+,180602171,180608731,1,180600171,180610731,10560
TTC17,chr11,+,43358935,43494926,9,43356935,43496926,139991
TTC19,chr17,+,15999771,16028779,3,15997771,16030779,33008
TTC21B,chr2,-,165873944,165953821,5,165871944,165955821,83877
TTC22,chr1,-,54779715,54801210,1,54777715,54803210,25495
TTC23,chr15,-,99136324,99249581,1,99134324,99251581,117257
TTC26,chr7,+,139133757,139191988,3,139131757,139193988,62231
TTC27,chr2,+,32628049,32821049,4,32626049,32823049,197000
TTC28,chr22,-,27978016,28443656,3,27976016,28445656,469640
TTC28-AS1,chr22,+,27919429,28002677,3,27917429,28004677,87248
TTC3,chr21,+,37073268,37203105,21,37071268,37205105,133837
TTC30A,chr2,-,177613017,177618950,9,177611017,177620950,9933
TTC30B,chr2,-,177549043,177552988,3,177547043,177554988,7945
TTC31,chr2,+,74483073,74494557,3,74481073,74496557,15484
TTC33,chr5,-,40711578,40755948,4,40709578,40757948,48370
TTC36-AS1,chr11,-,118526770,118531141,2,118524770,118533141,8371
TTC38,chr22,+,46267990,46294702,4,46265990,46296702,30712
TTC39A,chr1,-,51287144,51331458,11,51285144,51333458,48314
TTC4,chr1,+,54715843,54742650,2,54713843,54744650,30807
TTC5,chr14,-,20286228,20305951,3,20284228,20307951,23723
TTC7A,chr2,+,47008668,47076117,1,47006668,47078117,71449
TTC7B,chr14,-,90540589,90816338,1,90538589,90818338,279749
TTC8,chr14,+,88824651,88877987,2,88822651,88879987,57336
TTF1,chr9,-,132375489,132406831,3,132373489,132408831,35342
TTF2,chr1,+,117060297,117103951,11,117058297,117105951,47654
TTI1,chr20,-,37983017,38033442,3,37981017,38035442,54425
TTI2,chr8,-,33498720,33513135,6,33496720,33515135,18415
TTL,chr2,+,112482244,112532405,1,112480244,112534405,54161
TTLL1,chr22,-,43039519,43089425,2,43037519,43091425,53906
TTLL11,chr9,-,121820190,122093284,1,121818190,122095284,277094
TTLL12,chr22,-,43166623,43187134,4,43164623,43189134,24511
TTLL3,chr3,+,9810247,9856087,2,9808247,9858087,49840
TTLL4,chr2,+,218710943,218754691,1,218708943,218756691,47748
TTLL5,chr14,+,75661233,75955078,7,75659233,75957078,297845
TTLL7,chr1,-,83869604,83999154,2,83867604,84001154,133550
TTN,chr2,-,178525993,178807442,313,178523993,178809442,285449
TTN-AS1,chr2,+,178740792,178773282,1,178738792,178775282,36490
TTPAL,chr20,+,44475869,44493282,5,44473869,44495282,21413
TTYH2,chr17,+,74213567,74262016,5,74211567,74264016,52449
TUB,chr11,+,8019283,8106239,1,8017283,8108239,90956
TUBA1A,chr12,-,49184797,49189196,3,49182797,49191196,8399
TUBA1B,chr12,-,49127786,49131395,1,49125786,49133395,7609
TUBA3D,chr2,+,131479304,131482926,1,131477304,131484926,7622
TUBA4A,chr2,-,219249707,219254740,4,219247707,219256740,9033
TUBA8,chr22,+,18110320,18131730,3,18108320,18133730,25410
TUBB,chr6,+,30720352,30725416,2,30718352,30727416,9064
TUBB2A,chr6,-,3153672,3157544,1,3151672,3159544,7872
TUBB4A,chr19,-,6494321,6502309,1,6492321,6504309,11988
TUBB4B,chr9,+,137241287,137243706,1,137239287,137245706,6419
TUBB6,chr18,+,12308241,12330325,5,12306241,12332325,26084
TUBD1,chr17,-,59859488,59892941,3,59857488,59894941,37453
TUBE1,chr6,-,112070665,112087548,5,112068665,112089548,20883
TUBG1,chr17,+,42609683,42615236,1,42607683,42617236,9553
TUBG2,chr17,+,42659248,42667005,3,42657248,42669005,11757
TUBGCP2,chr10,-,133278637,133309153,4,133276637,133311153,34516
TUBGCP3,chr13,-,112485012,112588182,5,112483012,112590182,107170
TUBGCP4,chr15,+,43371067,43409748,6,43369067,43411748,42681
TUBGCP5,chr15,-,22983025,23039640,8,22981025,23041640,60615
TUBGCP6,chr22,-,50217691,50245009,5,50215691,50247009,31318
TUFM,chr16,-,28842411,28846335,2,28840411,28848335,7924
TUFT1,chr1,+,151540309,151583581,2,151538309,151585581,47272
TUG1,chr22,+,30969269,30979389,6,30967269,30981389,14120
TUG1_ENSG00000276664,chr22,+,30970912,30976063,1,30968912,30978063,9151
TULP3,chr12,+,2890891,2940321,1,2888891,2942321,53430
TULP4,chr6,+,158507881,158511822,1,158505881,158513822,7941
TUSC2,chr3,-,50324911,50328219,1,50322911,50330219,7308
TUSC3,chr8,+,15540223,15766564,7,15538223,15768564,230341
TUT1,chr11,-,62575054,62591573,2,62573054,62593573,20519
TUT4,chr1,-,52423278,52553099,11,52421278,52555099,133821
TUT7,chr9,-,86287735,86354453,6,86285735,86356453,70718
TVP23B,chr17,+,18781147,18807837,3,18779147,18809837,30690
TVP23C-CDRT4,chr17,-,15436016,15563607,1,15434016,15565607,131591
TWF1,chr12,-,43793725,43806325,3,43791725,43808325,16600
TWF2,chr3,-,52228614,52239149,2,52226614,52241149,14535
TWNK,chr10,+,100987555,100994402,1,100985555,100996402,10847
TWSG1,chr18,+,9334607,9402402,3,9332607,9404402,71795
TXLNA,chr1,+,32179743,32198284,4,32177743,32200284,22541
TXLNB,chr6,-,139240064,139292130,16,139238064,139294130,56066
TXLNG,chrX,+,16786483,16844517,1,16784483,16846517,62034
TXLNGY,chrY,+,19567342,19590422,3,19565342,19592422,27080
TXN,chr9,-,110244021,110256562,1,110242021,110258562,16541
TXN2,chr22,-,36467049,36481632,2,36465049,36483632,18583
TXNDC11,chr16,-,11679087,11742855,5,11677087,11744855,67768
TXNDC12,chr1,-,52020140,52055202,1,52018140,52057202,39062
TXNDC15,chr5,+,134874279,134900317,2,134872279,134902317,30038
TXNDC16,chr14,-,52430600,52552514,1,52428600,52554514,125914
TXNDC17,chr17,+,6641016,6644596,2,6639016,6646596,7580
TXNDC5,chr6,-,7881521,7910788,2,7879521,7912788,33267
TXNDC9,chr2,-,99317659,99336397,3,99315659,99338397,22738
TXNIP,chr1,-,145992444,145996580,5,145990444,145998580,8136
TXNL1,chr18,-,56599076,56638698,11,56597076,56640698,43622
TXNL4A,chr18,-,79970806,79988590,1,79968806,79990590,21784
TXNL4B,chr16,-,72084859,72093607,1,72082859,72095607,12748
TXNRD1,chr12,+,104215770,104350305,13,104213770,104352305,138535
TXNRD2,chr22,-,19875524,19941818,2,19873524,19943818,70294
TXNRD3,chr3,-,126607109,126655114,3,126605109,126657114,52005
TYK2,chr19,-,10350529,10380600,7,10348529,10382600,34071
TYMP,chr22,-,50525755,50530021,2,50523755,50532021,8266
TYRO3,chr15,+,41558941,41579335,1,41556941,41581335,24394
TYRP1,chr9,+,12695710,12711551,10,12693710,12713551,19841
TYSND1,chr10,-,70137982,70146679,2,70135982,70148679,12697
TYW1,chr7,+,66996838,67239509,1,66994838,67241509,246671
TYW1B,chr7,-,72574519,72828182,1,72572519,72830182,257663
TYW3,chr1,+,74733162,74766674,4,74731162,74768674,37512
U2AF1,chr21,-,43092958,43107560,3,43090958,43109560,18602
U2AF2,chr19,+,55655013,55674716,3,55653013,55676716,23703
U2SURP,chr3,+,143001599,143060542,10,142999599,143062542,62943
UACA,chr15,-,70655558,70763558,18,70653558,70765558,112000
UAP1,chr1,+,162561537,162600584,5,162559537,162602584,43047
UAP1L1,chr9,+,137077517,137084539,2,137075517,137086539,11022
UBA1,chrX,+,47190795,47215127,10,47188795,47217127,28332
UBA2,chr19,+,34428380,34471250,7,34426380,34473250,46870
UBA3,chr3,-,69054722,69080381,8,69052722,69082381,29659
UBA5,chr3,+,132659963,132679790,12,132657963,132681790,23827
UBA52,chr19,+,18571849,18577459,2,18569849,18579459,9610
UBA6,chr4,-,67614804,67701148,5,67612804,67703148,90344
UBA6-DT,chr4,+,67701333,67722498,1,67699333,67724498,25165
UBA7,chr3,-,49805206,49813946,3,49803206,49815946,12740
UBAC1,chr9,-,135932397,135961268,2,135930397,135963268,32871
UBAC2,chr13,+,99200847,99386501,9,99198847,99388501,189654
UBAC2-AS1,chr13,-,99196378,99200678,1,99194378,99202678,8300
UBALD1,chr16,-,4608883,4614896,1,4606883,4616896,10013
UBAP1,chr9,+,34179021,34252522,8,34177021,34254522,77501
UBAP2,chr9,-,33921692,34048929,9,33919692,34050929,131237
UBAP2L,chr1,+,154220922,154271509,30,154218922,154273509,54587
UBB,chr17,+,16381091,16384275,3,16379091,16386275,7184
UBC,chr12,-,124911648,124914863,3,124909648,124916863,7215
UBE2A,chrX,+,119574423,119584422,4,119572423,119586422,13999
UBE2B,chr5,+,134371448,134392206,8,134369448,134394206,24758
UBE2D1,chr10,+,58335006,58370748,4,58333006,58372748,39742
UBE2D2,chr5,+,139561194,139628430,7,139559194,139630430,71236
UBE2D3,chr4,-,102793344,102868895,46,102791344,102870895,79551
UBE2D4,chr7,+,43926431,43956089,5,43924431,43958089,33658
UBE2E1,chr3,+,23805948,23891308,1,23803948,23893308,89360
UBE2E2,chr3,+,23203110,23273363,1,23201110,23275363,74253
UBE2E3,chr2,+,180980363,181063423,2,180978363,181065423,87060
UBE2F,chr2,+,237966982,238045489,7,237964982,238047489,82507
UBE2G1,chr17,-,4269225,4366655,14,4267225,4368655,101430
UBE2G2,chr21,-,44769041,44801825,5,44767041,44803825,36784
UBE2H,chr7,-,129830736,129952960,5,129828736,129954960,126224
UBE2I,chr16,+,1309152,1327017,4,1307152,1329017,21865
UBE2J1,chr6,-,89326628,89352889,6,89324628,89354889,30261
UBE2J2,chr1,-,1253914,1273837,4,1251914,1275837,23923
UBE2K,chr4,+,39698125,39782788,8,39696125,39784788,88663
UBE2L3,chr22,+,21567719,21624032,5,21565719,21626032,60313
UBE2L6,chr11,-,57551658,57567690,1,57549658,57569690,20032
UBE2N,chr12,-,93405685,93442258,6,93403685,93444258,40573
UBE2O,chr17,-,76389457,76453150,3,76387457,76455150,67693
UBE2Q2,chr15,+,75843212,75901047,10,75841212,75903047,61835
UBE2QL1,chr5,+,6448812,6496661,2,6446812,6498661,51849
UBE2R2,chr9,+,33817707,33920398,2,33815707,33922398,106691
UBE2S,chr19,-,55401290,55407788,1,55399290,55409788,10498
UBE2T,chr1,-,202331659,202341933,1,202329659,202343933,14274
UBE2V1,chr20,-,50081126,50115957,7,50079126,50117957,38831
UBE2V2,chr8,+,48008431,48062587,4,48006431,48064587,58156
UBE2W,chr8,-,73790128,73878910,10,73788128,73880910,92782
UBE2Z,chr17,+,48908405,48930360,5,48906405,48932360,25955
UBE3A,chr15,-,25337253,25439056,36,25335253,25441056,105803
UBE3B,chr12,+,109477388,109536702,22,109475388,109538702,63314
UBE3C,chr7,+,157138918,157269368,7,157136918,157271368,134450
UBE4A,chr11,+,118359584,118399209,8,118357584,118401209,43625
UBE4B,chr1,+,10032840,10181236,8,10030840,10183236,152396
UBFD1,chr16,+,23557594,23574394,3,23555594,23576394,20800
UBIAD1,chr1,+,11273216,11288433,5,11271216,11290433,19217
UBL3,chr13,-,29764373,29850673,5,29762373,29852673,90300
UBL4A,chrX,-,154483721,154486659,4,154481721,154488659,6938
UBL5,chr19,+,9827922,9830115,1,9825922,9832115,6193
UBL7,chr15,-,74445977,74461169,3,74443977,74463169,19192
UBL7-DT,chr15,+,74461298,74464573,1,74459298,74466573,7275
UBLCP1,chr5,+,159263290,159285382,1,159261290,159287382,26092
UBN1,chr16,+,4847436,4882357,4,4845436,4884357,38921
UBN2,chr7,+,139298546,139307481,3,139296546,139309481,12935
UBOX5,chr20,-,3107574,3159874,2,3105574,3161874,56300
UBP1,chr3,-,33388339,33440410,5,33386339,33442410,56071
UBQLN1,chr9,-,83659969,83708224,12,83657969,83710224,52255
UBQLN2,chrX,+,56563578,56568064,6,56561578,56570064,8486
UBQLN4,chr1,-,156035302,156053733,3,156033302,156055733,22431
UBR1,chr15,-,42942908,43106115,10,42940908,43108115,167207
UBR2,chr6,+,42564028,42693505,10,42562028,42695505,133477
UBR3,chr2,+,169827454,170084127,11,169825454,170086127,260673
UBR4,chr1,-,19074515,19210261,4,19072515,19212261,139746
UBR5,chr8,-,102252281,102412747,10,102250281,102414747,164466
UBR7,chr14,+,93207235,93229225,6,93205235,93231225,25990
UBTD1,chr10,+,97498930,97571204,2,97496930,97573204,76274
UBTD2,chr5,-,172209646,172283760,1,172207646,172285760,78114
UBTF,chr17,-,44205036,44221320,15,44203036,44223320,20284
UBXN1,chr11,-,62676501,62679073,1,62674501,62681073,6572
UBXN10,chr1,+,20186087,20196052,4,20184087,20198052,13965
UBXN11,chr1,-,26282284,26306640,1,26280284,26308640,28356
UBXN2A,chr2,+,23940440,24004938,7,23938440,24006938,68498
UBXN2B,chr8,+,58411353,58451717,9,58409353,58453717,44364
UBXN4,chr2,+,135741633,135785061,11,135739633,135787061,47428
UBXN6,chr19,-,4445012,4457798,2,4443012,4459798,16786
UBXN7,chr3,-,196355087,196432427,3,196353087,196434427,81340
UCHL1,chr4,+,41256928,41268428,1,41254928,41270428,15500
UCHL3,chr13,+,75549506,75608918,3,75547506,75610918,63412
UCHL5,chr1,-,193012254,193059517,18,193010254,193061517,51263
UCK1,chr9,-,131523805,131531268,5,131521805,131533268,11463
UCK2,chr1,+,165827504,165911617,2,165825504,165913617,88113
UCKL1,chr20,-,63939838,63956403,3,63937838,63958403,20565
UCP2,chr11,-,73974672,73982843,1,73972672,73984843,12171
UCP3,chr11,-,74000288,74009105,1,73998288,74011105,12817
UEVLD,chr11,-,18529616,18588734,7,18527616,18590734,63118
UFC1,chr1,+,161153985,161158854,1,161151985,161160854,8869
UFD1,chr22,-,19449911,19479188,2,19447911,19481188,33277
UFD1-AS1,chr22,+,19447455,19450102,1,19445455,19452102,6647
UFL1,chr6,+,96521839,96555397,7,96519839,96557397,37558
UFM1,chr13,+,38349830,38363001,8,38347830,38365001,17171
UFSP2,chr4,-,185399540,185425953,3,185397540,185427953,30413
UGCG,chr9,+,111896777,111935365,4,111894777,111937365,42588
UGDH,chr4,-,39498755,39527954,8,39496755,39529954,33199
UGDH-AS1,chr4,+,39527953,39535929,2,39525953,39537929,11976
UGGT1,chr2,+,128091172,128192509,11,128089172,128194509,105337
UGGT2,chr13,-,95801584,96053410,8,95799584,96055410,255826
UGP2,chr2,+,63840971,63892122,13,63838971,63894122,55151
UGT2B4,chr4,-,69480165,69526069,3,69478165,69528069,49904
UHMK1,chr1,+,162497818,162529601,5,162495818,162531601,35783
UHRF1,chr19,+,4909501,4962150,1,4907501,4964150,56649
UHRF2,chr9,+,6413173,6507049,1,6411173,6509049,97876
UIMC1,chr5,-,176905036,177006779,4,176903036,177008779,105743
ULBP2,chr6,+,149941985,149949230,1,149939985,149951230,11245
ULK1,chr12,+,131895019,131923151,3,131893019,131925151,32132
ULK2,chr17,-,19770831,19867936,9,19768831,19869936,101105
ULK3,chr15,-,74836116,74843150,7,74834116,74845150,11034
UMAD1,chr7,+,7640692,7879218,8,7638692,7881218,242526
UMPS,chr3,+,124730445,124744299,1,124728445,124746299,17854
UNC119,chr17,-,28546709,28552610,1,28544709,28554610,9901
UNC119B,chr12,+,120710458,120723638,1,120708458,120725638,17180
UNC13B,chr9,+,35161996,35405337,3,35159996,35407337,247341
UNC13D,chr17,-,75827229,75844580,4,75825229,75846580,21351
UNC45A,chr15,+,90935285,90954092,3,90933285,90956092,22807
UNC45B,chr17,+,35147529,35190423,30,35145529,35192423,46894
UNC45B_ENSG00000267744,chr17,+,35147817,35192757,1,35145817,35194757,48940
UNC50,chr2,+,98608561,98618511,1,98606561,98620511,13950
UNC5B,chr10,+,71213041,71299921,2,71211041,71301921,90880
UNC93B1,chr11,-,67991102,68004109,1,67989102,68006109,17007
UNG,chr12,+,109098189,109110991,1,109096189,109112991,16802
UNK,chr17,+,75784838,75825798,2,75782838,75827798,44960
UNKL,chr16,-,1363205,1414720,6,1361205,1416720,55515
UPB1,chr22,+,24494413,24526583,1,24492413,24528583,36170
UPF2,chr10,-,11920021,12043238,4,11918021,12045238,127217
UPF3A,chr13,+,114281601,114305802,4,114279601,114307802,28201
UPF3B,chrX,-,119834031,119853005,1,119832031,119855005,22974
UPP1,chr7,+,48089225,48108415,1,48087225,48110415,23190
UPRT,chrX,+,75274074,75304885,4,75272074,75306885,34811
UQCC1,chr20,-,35301219,35411987,8,35299219,35413987,114768
UQCC2,chr6,-,33694299,33711696,3,33692299,33713696,21397
UQCC3,chr11,+,62671673,62673684,1,62669673,62675684,6011
UQCR10,chr22,+,29767369,29770413,3,29765369,29772413,7044
UQCR11,chr19,-,1597218,1605464,3,1595218,1607464,12246
UQCRB,chr8,-,96226563,96235559,7,96224563,96237559,12996
UQCRC1,chr3,-,48599004,48609657,3,48597004,48611657,14653
UQCRC2,chr16,+,21953298,21983979,4,21951298,21985979,34681
UQCRFS1,chr19,-,29203644,29213171,10,29201644,29215171,13527
UQCRH,chr1,+,46303669,46316773,2,46301669,46318773,17104
UQCRQ,chr5,+,132866642,132868844,2,132864642,132870844,6202
URB1,chr21,-,32311020,32393026,5,32309020,32395026,86006
URB2,chr1,+,229626194,229660885,4,229624194,229662885,38691
URGCP,chr7,-,43873644,43926749,8,43871644,43928749,57105
URI1,chr19,+,29942190,30016609,11,29940190,30018609,78419
URM1,chr9,+,128371352,128392006,2,128369352,128394006,24654
UROD,chr1,+,45012223,45015573,2,45010223,45017573,7350
UROS,chr10,-,125788586,125823258,2,125786586,125825258,38672
USB1,chr16,+,58000808,58021617,7,57998808,58023617,24809
USE1,chr19,+,17215390,17219828,1,17213390,17221828,8438
USF2,chr19,+,35268495,35279819,2,35266495,35281819,15324
USF3,chr3,-,113649528,113651484,1,113647528,113653484,5956
USHBP1,chr19,-,17249205,17264768,4,17247205,17266768,19563
USO1,chr4,+,75724524,75814282,19,75722524,75816282,93758
USP1,chr1,+,62436304,62451802,4,62434304,62453802,19498
USP10,chr16,+,84699982,84779919,20,84697982,84781919,83937
USP11,chrX,+,47233009,47248367,9,47231009,47250367,19358
USP12,chr13,-,27066154,27171838,4,27064154,27173838,109684
USP13,chr3,+,179652711,179789400,15,179650711,179791400,140689
USP14,chr18,+,158333,214602,10,156333,216602,60269
USP15,chr12,+,62260386,62409719,21,62258386,62411719,153333
USP16,chr21,+,29024651,29054484,8,29022651,29056484,33833
USP18,chr22,+,18149869,18177393,1,18147869,18179393,31524
USP19,chr3,-,49108051,49120930,12,49106051,49122930,16879
USP2,chr11,-,119355216,119381690,8,119353216,119383690,30474
USP20,chr9,+,129835455,129881831,4,129833455,129883831,50376
USP21,chr1,+,161159500,161165714,3,161157500,161167714,10214
USP22,chr17,-,20999597,21043064,10,20997597,21045064,47467
USP24,chr1,-,55066368,55154209,2,55064368,55156209,91841
USP25,chr21,+,15729941,15880068,7,15727941,15882068,154127
USP28,chr11,-,113797873,113878752,43,113795873,113880752,84879
USP3,chr15,+,63504592,63594633,7,63502592,63596633,94041
USP3-AS1,chr15,-,63587711,63597541,1,63585711,63599541,13830
USP30,chr12,+,109052576,109088016,6,109050576,109090016,39440
USP31,chr16,-,23064118,23124481,2,23062118,23126481,64363
USP32,chr17,-,60177233,60392130,3,60175233,60394130,218897
USP33,chr1,-,77695991,77759873,14,77693991,77761873,67882
USP34,chr2,-,61187141,61405912,6,61185141,61407912,222771
USP34-DT,chr2,+,61471371,61483941,1,61469371,61485941,16570
USP35,chr11,+,78188832,78214707,1,78186832,78216707,29875
USP36,chr17,-,78795653,78840843,8,78793653,78842843,49190
USP37,chr2,-,218453278,218568351,4,218451278,218570351,119073
USP38,chr4,+,143184917,143221589,10,143182917,143223589,40672
USP39,chr2,+,85602443,85649282,4,85600443,85651282,50839
USP4,chr3,-,49277430,49340070,13,49275430,49342070,66640
USP40,chr2,-,233485767,233566774,2,233483767,233568774,85007
USP42,chr7,+,6104952,6156811,2,6102952,6158811,55859
USP45,chr6,-,99432326,99515438,4,99430326,99517438,87112
USP46,chr4,-,52594203,52659392,9,52592203,52661392,69189
USP46-DT,chr4,+,52659407,52666319,5,52657407,52668319,10912
USP47,chr11,+,11841746,11959323,37,11839746,11961323,121577
USP48,chr1,-,21678902,21783166,11,21676902,21785166,108264
USP5,chr12,+,6852112,6866630,8,6850112,6868630,18518
USP51,chrX,-,55486109,55488117,1,55484109,55490117,6008
USP53,chr4,+,119212606,119295517,20,119210606,119297517,86911
USP54,chr10,-,73497540,73626034,2,73495540,73628034,132494
USP6NL,chr10,-,11460725,11611590,2,11458725,11613590,154865
USP7,chr16,-,8892100,8963265,5,8890100,8965265,75165
USP8,chr15,+,50424287,50501082,17,50422287,50503082,80795
USP9X,chrX,+,41085347,41236576,10,41083347,41238576,155229
USP9Y,chrY,+,12662354,12860845,4,12660354,12862845,202491
USPL1,chr13,+,30617920,30660760,6,30615920,30662760,46840
UTP11,chr1,+,38012734,38024820,3,38010734,38026820,16086
UTP14A,chrX,+,129906164,129929750,1,129904164,129931750,27586
UTP15,chr5,+,73565753,73583374,6,73563753,73585374,21621
UTP18,chr17,+,51260553,51297928,1,51258553,51299928,41375
UTP20,chr12,+,101280121,101386614,3,101278121,101388614,110493
UTP23,chr8,+,116766508,116774677,2,116764508,116776677,12169
UTP25,chr1,+,209827974,209853071,5,209825974,209855071,29097
UTP3,chr4,+,70688523,70690543,2,70686523,70692543,6020
UTP4,chr16,+,69132591,69169025,5,69130591,69171025,40434
UTP6,chr17,-,31862386,31901749,4,31860386,31903749,43363
UTRN,chr6,+,144284763,144853032,17,144282763,144855032,572269
UTY,chrY,-,13234579,13479982,2,13232579,13481982,249403
UVRAG,chr11,+,75815189,76144231,5,75813189,76146231,333042
UVSSA,chr4,+,1347040,1388047,3,1345040,1390047,45007
UXS1,chr2,-,106093291,106194343,6,106091291,106196343,105052
UXT,chrX,-,47651798,47659157,1,47649798,47661157,11359
UXT-AS1,chrX,+,47651284,47661990,2,47649284,47663990,14706
VAC14,chr16,-,70687442,70801168,5,70685442,70803168,117726
VAMP2,chr17,-,8159150,8162958,3,8157150,8164958,7808
VAMP3,chr1,+,7771281,7781424,2,7769281,7783424,14143
